Year,Month,Average Co2 (ppm),Increment,R,G,B,X1,Y1,X2,Y2,X3,Y3 ,,,
2015,3,401.54,1.74,0,255,38.624,463.7931034,275,453.7931034,260,473.7931034,260,,,
2015,4,403.28,0.68,0,255,32.708,464.6551724,275,454.6551724,260,474.6551724,260,,,
2015,5,403.96,-1.16,0,255,30.396,465.5172414,275,455.5172414,260,475.5172414,260,,,
2015,6,402.8,-1.49,0,255,34.34,466.3793103,275,456.3793103,260,476.3793103,260,,,
2015,7,401.31,-2.38,0,255,39.406,467.2413793,275,457.2413793,260,477.2413793,260,,,
2015,8,398.93,-1.3,0,255,47.498,468.1034483,275,458.1034483,260,478.1034483,260,,,
2015,9,397.63,0.66,0,255,51.918,468.9655172,275,458.9655172,260,478.9655172,260,,,
2015,10,398.29,1.87,0,255,49.674,469.8275862,275,459.8275862,260,479.8275862,260,,,
2015,11,400.16,1.69,0,255,43.316,470.6896552,275,460.6896552,260,480.6896552,260,,,
2015,12,401.85,0.67,0,255,37.57,471.5517241,275,461.5517241,260,481.5517241,260,,,
2016,1,402.52,1.52,0,255,35.292,472.4137931,275,462.4137931,260,482.4137931,260,,,
2016,2,404.04,0.79,0,255,30.124,473.2758621,275,463.2758621,260,483.2758621,260,,,
2016,3,404.83,2.59,0,255,27.438,474.137931,275,464.137931,260,484.137931,260,,,
2016,4,407.42,0.28,0,255,18.632,475,275,465,260,485,260,,,
2016,5,407.7,-0.89,0,255,17.68,475.862069,275,465.862069,260,485.862069,260,,,
2016,6,406.81,-2.42,0,255,20.706,476.7241379,275,466.7241379,260,486.7241379,260,,,
2016,7,404.39,-2.14,0,255,28.934,477.5862069,275,467.5862069,260,487.5862069,260,,,
2016,8,402.25,-1.22,0,255,36.21,478.4482759,275,468.4482759,260,488.4482759,260,,,
2016,9,401.03,0.54,0,255,40.358,479.3103448,275,469.3103448,260,489.3103448,260,,,
2016,10,401.57,1.96,0,255,38.522,480.1724138,275,470.1724138,260,490.1724138,260,,,
2016,11,403.53,0.89,0,255,31.858,481.0344828,275,471.0344828,260,491.0344828,260,,,
2016,12,404.42,1.71,0,255,28.832,481.8965517,275,471.8965517,260,491.8965517,260,,,
2017,1,406.13,0.29,0,255,23.018,482.7586207,275,472.7586207,260,492.7586207,260,,,
2017,2,406.42,0.76,0,255,22.032,483.6206897,275,473.6206897,260,493.6206897,260,,,
2017,3,407.18,1.82,0,255,19.448,484.4827586,275,474.4827586,260,494.4827586,260,,,
2017,4,409,0.65,0,255,13.26,485.3448276,275,475.3448276,260,495.3448276,260,,,
2017,5,409.65,-0.81,0,255,11.05,486.2068966,275,476.2068966,260,496.2068966,260,,,
2017,6,408.84,-1.77,0,255,13.804,487.0689655,275,477.0689655,260,497.0689655,260,,,
2017,7,407.07,-2,0,255,19.822,487.9310345,275,477.9310345,260,497.9310345,260,,,
2017,8,405.07,-1.69,0,255,26.622,488.7931034,275,478.7931034,260,498.7931034,260,,,
2017,9,403.38,0.26,0,255,32.368,489.6551724,275,479.6551724,260,499.6551724,260,,,
2017,10,403.64,1.5,0,255,31.484,490.5172414,275,480.5172414,260,500.5172414,260,,,
2017,11,405.14,1.68,0,255,26.384,491.3793103,275,481.3793103,260,501.3793103,260,,,
2017,12,406.82,1.16,0,255,20.672,492.2413793,275,482.2413793,260,502.2413793,260,,,
2018,1,407.98,0.37,0,255,16.728,493.1034483,275,483.1034483,260,503.1034483,260,,,
2018,2,408.35,1.11,0,255,15.47,493.9655172,275,483.9655172,260,503.9655172,260,,,
2018,3,409.46,0.8,0,255,11.696,494.8275862,275,484.8275862,260,504.8275862,260,,,
2018,4,410.26,0.98,0,255,8.976,495.6896552,275,485.6896552,260,505.6896552,260,,,
2018,5,411.24,-0.45,0,255,5.644,496.5517241,275,486.5517241,260,506.5517241,260,,,
2018,6,410.79,-2.08,0,255,7.174,497.4137931,275,487.4137931,260,507.4137931,260,,,
2018,7,408.71,-1.72,0,255,14.246,498.2758621,275,488.2758621,260,508.2758621,260,,,
2018,8,406.99,0,0,255,20.094,499.137931,275,489.137931,260,509.137931,260,,,
